Name,Best LB,Best UB,Status,Selected
Falkenauer_u1000_01.txt,406,406,Solved,1
Falkenauer_u1000_02.txt,411,411,Solved,1
Falkenauer_u1000_03.txt,411,411,Solved,1
Falkenauer_u1000_04.txt,397,397,Solved,1
Falkenauer_u1000_05.txt,399,399,Solved,1
Falkenauer_u1000_06.txt,395,395,Solved,1
Falkenauer_u1000_07.txt,404,404,Solved,1
Falkenauer_u1000_08.txt,399,399,Solved,1
Falkenauer_u1000_09.txt,397,397,Solved,1
Falkenauer_u1000_10.txt,400,400,Solved,1
Falkenauer_u1000_11.txt,401,401,Solved,1
Falkenauer_u1000_12.txt,393,393,Solved,1
Falkenauer_u1000_13.txt,396,396,Solved,1
Falkenauer_u1000_14.txt,394,394,Solved,1
Falkenauer_u1000_15.txt,402,402,Solved,1
Falkenauer_u1000_16.txt,404,404,Solved,1
Falkenauer_u1000_17.txt,404,404,Solved,1
Falkenauer_u1000_18.txt,399,399,Solved,1
Falkenauer_u1000_19.txt,400,400,Solved,1
Falkenauer_t60_00.txt,20,20,Solved,1
Falkenauer_t60_01.txt,20,20,Solved,1
Falkenauer_t60_02.txt,20,20,Solved,1
Falkenauer_t60_03.txt,20,20,Solved,1
Falkenauer_t60_04.txt,20,20,Solved,1
Falkenauer_t60_05.txt,20,20,Solved,1
Falkenauer_t60_06.txt,20,20,Solved,1
Falkenauer_t60_07.txt,20,20,Solved,1
Falkenauer_t60_08.txt,20,20,Solved,1
Falkenauer_t60_09.txt,20,20,Solved,1
Falkenauer_t60_10.txt,20,20,Solved,1
Falkenauer_t60_11.txt,20,20,Solved,1
Falkenauer_t60_12.txt,20,20,Solved,1
Falkenauer_t60_13.txt,20,20,Solved,1
Falkenauer_t60_14.txt,20,20,Solved,1
Falkenauer_t60_15.txt,20,20,Solved,1
Falkenauer_t60_16.txt,20,20,Solved,1
Falkenauer_t60_17.txt,20,20,Solved,1
Falkenauer_t60_18.txt,20,20,Solved,1
Falkenauer_t60_19.txt,20,20,Solved,1
Falkenauer_t120_00.txt,40,40,Solved,1
Falkenauer_t120_01.txt,40,40,Solved,1
Falkenauer_t120_02.txt,40,40,Solved,1
Falkenauer_t120_03.txt,40,40,Solved,1
Falkenauer_t120_04.txt,40,40,Solved,1
Falkenauer_t120_05.txt,40,40,Solved,1
Falkenauer_t120_06.txt,40,40,Solved,1
Falkenauer_t120_07.txt,40,40,Solved,1
Falkenauer_t120_08.txt,40,40,Solved,1
Falkenauer_t120_09.txt,40,40,Solved,1
Falkenauer_t120_10.txt,40,40,Solved,1
Falkenauer_t120_11.txt,40,40,Solved,1
Falkenauer_t120_12.txt,40,40,Solved,1
Falkenauer_t120_13.txt,40,40,Solved,1
Falkenauer_t120_14.txt,40,40,Solved,1
Falkenauer_t120_15.txt,40,40,Solved,1
Falkenauer_t120_16.txt,40,40,Solved,1
Falkenauer_t120_17.txt,40,40,Solved,1
Falkenauer_t120_18.txt,40,40,Solved,1
Falkenauer_t120_19.txt,40,40,Solved,1
Falkenauer_t249_00.txt,83,83,Solved,1
Falkenauer_t249_01.txt,83,83,Solved,1
Falkenauer_t249_02.txt,83,83,Solved,1
Falkenauer_t249_03.txt,83,83,Solved,1
Falkenauer_t249_04.txt,83,83,Solved,1
Falkenauer_t249_05.txt,83,83,Solved,1
Falkenauer_t249_06.txt,83,83,Solved,1
Falkenauer_t249_07.txt,83,83,Solved,1
Falkenauer_t249_08.txt,83,83,Solved,1
Falkenauer_t249_09.txt,83,83,Solved,1
Falkenauer_t249_10.txt,83,83,Solved,1
Falkenauer_t249_11.txt,83,83,Solved,1
Falkenauer_t249_12.txt,83,83,Solved,1
Falkenauer_t249_13.txt,83,83,Solved,1
Falkenauer_t249_14.txt,83,83,Solved,1
Falkenauer_t249_15.txt,83,83,Solved,1
Falkenauer_t249_16.txt,83,83,Solved,1
Falkenauer_t249_17.txt,83,83,Solved,1
Falkenauer_t249_18.txt,83,83,Solved,1
Falkenauer_t249_19.txt,83,83,Solved,1
Falkenauer_t501_00.txt,167,167,Solved,1
Falkenauer_t501_01.txt,167,167,Solved,1
Falkenauer_t501_02.txt,167,167,Solved,1
Falkenauer_t501_03.txt,167,167,Solved,1
Falkenauer_t501_04.txt,167,167,Solved,1
Falkenauer_t501_05.txt,167,167,Solved,1
Falkenauer_t501_06.txt,167,167,Solved,1
Falkenauer_t501_07.txt,167,167,Solved,1
Falkenauer_t501_08.txt,167,167,Solved,1
Falkenauer_t501_09.txt,167,167,Solved,1
Falkenauer_t501_10.txt,167,167,Solved,1
Falkenauer_t501_11.txt,167,167,Solved,1
Falkenauer_t501_12.txt,167,167,Solved,1
Falkenauer_t501_13.txt,167,167,Solved,1
Falkenauer_t501_14.txt,167,167,Solved,1
Falkenauer_t501_15.txt,167,167,Solved,1
Falkenauer_t501_16.txt,167,167,Solved,1
Falkenauer_t501_17.txt,167,167,Solved,1
Falkenauer_t501_18.txt,167,167,Solved,1
Falkenauer_t501_19.txt,167,167,Solved,1
N1C1W1_A.txt,25,25,Solved,0
N1C1W1_B.txt,31,31,Solved,0
N1C1W1_C.txt,20,20,Solved,1
N1C1W1_D.txt,28,28,Solved,0
N1C1W1_E.txt,26,26,Solved,0
N1C1W1_F.txt,27,27,Solved,0
N1C1W1_G.txt,25,25,Solved,0
N1C1W1_H.txt,31,31,Solved,0
N1C1W1_I.txt,25,25,Solved,1
N1C1W1_J.txt,26,26,Solved,0
N1C1W1_K.txt,26,26,Solved,1
N1C1W1_L.txt,33,33,Solved,0
N1C1W1_M.txt,30,30,Solved,0
N1C1W1_N.txt,25,25,Solved,1
N1C1W1_O.txt,32,32,Solved,0
N1C1W1_P.txt,26,26,Solved,0
N1C1W1_Q.txt,28,28,Solved,0
N1C1W1_R.txt,25,25,Solved,1
N1C1W1_S.txt,28,28,Solved,0
N1C1W1_T.txt,28,28,Solved,0
N1C1W2_A.txt,29,29,Solved,1
N1C1W2_B.txt,30,30,Solved,0
N1C1W2_C.txt,33,33,Solved,0
N1C1W2_D.txt,31,31,Solved,0
N1C1W2_E.txt,36,36,Solved,1
N1C1W2_F.txt,30,30,Solved,0
N1C1W2_G.txt,30,30,Solved,0
N1C1W2_H.txt,33,33,Solved,0
N1C1W2_I.txt,35,35,Solved,0
N1C1W2_J.txt,34,34,Solved,1
N1C1W2_K.txt,35,35,Solved,0
N1C1W2_L.txt,31,31,Solved,0
N1C1W2_M.txt,30,30,Solved,0
N1C1W2_N.txt,33,33,Solved,0
N1C1W2_O.txt,29,29,Solved,0
N1C1W2_P.txt,33,33,Solved,0
N1C1W2_Q.txt,36,36,Solved,0
N1C1W2_R.txt,34,34,Solved,0
N1C1W2_S.txt,37,37,Solved,0
N1C1W2_T.txt,38,38,Solved,0
N1C1W4_A.txt,35,35,Solved,1
N1C1W4_B.txt,40,40,Solved,0
N1C1W4_C.txt,36,36,Solved,0
N1C1W4_D.txt,38,38,Solved,0
N1C1W4_E.txt,38,38,Solved,0
N1C1W4_F.txt,32,32,Solved,0
N1C1W4_G.txt,37,37,Solved,1
N1C1W4_H.txt,40,40,Solved,0
N1C1W4_I.txt,35,35,Solved,0
N1C1W4_J.txt,37,37,Solved,0
N1C1W4_K.txt,41,41,Solved,0
N1C1W4_L.txt,35,35,Solved,0
N1C1W4_M.txt,41,41,Solved,0
N1C1W4_N.txt,39,39,Solved,0
N1C1W4_O.txt,34,34,Solved,0
N1C1W4_P.txt,38,38,Solved,0
N1C1W4_Q.txt,34,34,Solved,0
N1C1W4_R.txt,38,38,Solved,0
N1C1W4_S.txt,36,36,Solved,1
N1C1W4_T.txt,42,42,Solved,0
N1C2W1_A.txt,21,21,Solved,0
N1C2W1_B.txt,26,26,Solved,0
N1C2W1_C.txt,23,23,Solved,1
N1C2W1_D.txt,21,21,Solved,0
N1C2W1_E.txt,17,17,Solved,0
N1C2W1_F.txt,22,22,Solved,0
N1C2W1_G.txt,21,21,Solved,1
N1C2W1_H.txt,23,23,Solved,0
N1C2W1_I.txt,27,27,Solved,0
N1C2W1_J.txt,27,27,Solved,0
N1C2W1_K.txt,24,24,Solved,0
N1C2W1_L.txt,25,25,Solved,0
N1C2W1_M.txt,26,26,Solved,0
N1C2W1_N.txt,21,21,Solved,1
N1C2W1_O.txt,15,15,Solved,0
N1C2W1_P.txt,21,21,Solved,0
N1C2W1_Q.txt,24,24,Solved,0
N1C2W1_R.txt,23,23,Solved,0
N1C2W1_S.txt,22,22,Solved,1
N1C2W1_T.txt,22,22,Solved,0
N1C2W2_A.txt,24,24,Solved,0
N1C2W2_B.txt,27,27,Solved,0
N1C2W2_C.txt,29,29,Solved,0
N1C2W2_D.txt,24,24,Solved,0
N1C2W2_E.txt,33,33,Solved,0
N1C2W2_F.txt,26,26,Solved,1
N1C2W2_G.txt,29,29,Solved,0
N1C2W2_H.txt,23,23,Solved,1
N1C2W2_I.txt,25,25,Solved,0
N1C2W2_J.txt,25,25,Solved,0
N1C2W2_K.txt,29,29,Solved,0
N1C2W2_L.txt,30,30,Solved,0
N1C2W2_M.txt,30,30,Solved,0
N1C2W2_N.txt,26,26,Solved,0
N1C2W2_O.txt,29,29,Solved,1
N1C2W2_P.txt,23,23,Solved,0
N1C2W2_Q.txt,30,30,Solved,0
N1C2W2_R.txt,25,25,Solved,0
N1C2W2_S.txt,24,24,Solved,0
N1C2W2_T.txt,26,26,Solved,1
N1C2W4_A.txt,29,29,Solved,0
N1C2W4_B.txt,32,32,Solved,1
N1C2W4_C.txt,30,30,Solved,0
N1C2W4_D.txt,28,28,Solved,1
N1C2W4_E.txt,30,30,Solved,0
N1C2W4_F.txt,32,32,Solved,0
N1C2W4_G.txt,30,30,Solved,1
N1C2W4_H.txt,30,30,Solved,0
N1C2W4_I.txt,35,35,Solved,0
N1C2W4_J.txt,30,30,Solved,0
N1C2W4_K.txt,32,32,Solved,0
N1C2W4_L.txt,31,31,Solved,1
N1C2W4_M.txt,31,31,Solved,0
N1C2W4_N.txt,32,32,Solved,0
N1C2W4_O.txt,30,30,Solved,0
N1C2W4_P.txt,28,28,Solved,0
N1C2W4_Q.txt,33,33,Solved,0
N1C2W4_R.txt,35,35,Solved,0
N1C2W4_S.txt,38,38,Solved,0
N1C2W4_T.txt,29,29,Solved,1
N1C3W1_A.txt,16,16,Solved,1
N1C3W1_B.txt,16,16,Solved,0
N1C3W1_C.txt,17,17,Solved,1
N1C3W1_D.txt,19,19,Solved,0
N1C3W1_E.txt,16,16,Solved,0
N1C3W1_F.txt,20,20,Solved,0
N1C3W1_G.txt,15,15,Solved,0
N1C3W1_H.txt,19,19,Solved,0
N1C3W1_I.txt,17,17,Solved,0
N1C3W1_J.txt,16,16,Solved,0
N1C3W1_K.txt,17,17,Solved,0
N1C3W1_L.txt,17,17,Solved,0
N1C3W1_M.txt,17,17,Solved,0
N1C3W1_N.txt,20,20,Solved,1
N1C3W1_O.txt,16,16,Solved,0
N1C3W1_P.txt,19,19,Solved,0
N1C3W1_Q.txt,20,20,Solved,0
N1C3W1_R.txt,21,21,Solved,1
N1C3W1_S.txt,16,16,Solved,0
N1C3W1_T.txt,18,18,Solved,0
N1C3W2_A.txt,19,19,Solved,0
N1C3W2_B.txt,20,20,Solved,1
N1C3W2_C.txt,22,22,Solved,0
N1C3W2_D.txt,20,20,Solved,0
N1C3W2_E.txt,21,21,Solved,0
N1C3W2_F.txt,23,23,Solved,1
N1C3W2_G.txt,23,23,Solved,1
N1C3W2_H.txt,23,23,Solved,1
N1C3W2_I.txt,19,19,Solved,1
N1C3W2_J.txt,22,22,Solved,1
N1C3W2_K.txt,21,21,Solved,1
N1C3W2_L.txt,21,21,Solved,0
N1C3W2_M.txt,21,21,Solved,1
N1C3W2_N.txt,22,22,Solved,0
N1C3W2_O.txt,21,21,Solved,0
N1C3W2_P.txt,18,18,Solved,1
N1C3W2_Q.txt,19,19,Solved,0
N1C3W2_R.txt,19,19,Solved,1
N1C3W2_S.txt,21,21,Solved,0
N1C3W2_T.txt,22,22,Solved,1
N1C3W4_A.txt,21,21,Solved,1
N1C3W4_B.txt,22,22,Solved,1
N1C3W4_C.txt,24,24,Solved,0
N1C3W4_D.txt,21,21,Solved,1
N1C3W4_E.txt,23,23,Solved,1
N1C3W4_F.txt,21,21,Solved,1
N1C3W4_G.txt,23,23,Solved,1
N1C3W4_H.txt,23,23,Solved,0
N1C3W4_I.txt,23,23,Solved,1
N1C3W4_J.txt,22,22,Solved,1
N1C3W4_K.txt,24,24,Solved,1
N1C3W4_L.txt,20,20,Solved,1
N1C3W4_M.txt,21,21,Solved,0
N1C3W4_N.txt,21,21,Solved,0
N1C3W4_O.txt,22,22,Solved,1
N1C3W4_P.txt,25,25,Solved,0
N1C3W4_Q.txt,25,25,Solved,0
N1C3W4_R.txt,22,22,Solved,0
N1C3W4_S.txt,22,22,Solved,0
N1C3W4_T.txt,24,24,Solved,1
N2C1W1_A.txt,48,48,Solved,1
N2C1W1_B.txt,49,49,Solved,1
N2C1W1_C.txt,46,46,Solved,0
N2C1W1_D.txt,50,50,Solved,1
N2C1W1_E.txt,58,58,Solved,1
N2C1W1_F.txt,50,50,Solved,1
N2C1W1_G.txt,60,60,Solved,1
N2C1W1_H.txt,52,52,Solved,1
N2C1W1_I.txt,62,62,Solved,0
N2C1W1_J.txt,59,59,Solved,0
N2C1W1_K.txt,55,55,Solved,0
N2C1W1_L.txt,55,55,Solved,0
N2C1W1_M.txt,46,46,Solved,0
N2C1W1_N.txt,48,48,Solved,0
N2C1W1_O.txt,48,48,Solved,1
N2C1W1_P.txt,54,54,Solved,0
N2C1W1_Q.txt,46,46,Solved,0
N2C1W1_R.txt,56,56,Solved,0
N2C1W1_S.txt,45,45,Solved,0
N2C1W1_T.txt,52,52,Solved,0
N2C1W2_A.txt,64,64,Solved,1
N2C1W2_B.txt,61,61,Solved,0
N2C1W2_C.txt,68,68,Solved,0
N2C1W2_D.txt,74,74,Solved,0
N2C1W2_E.txt,65,65,Solved,0
N2C1W2_F.txt,65,65,Solved,1
N2C1W2_G.txt,73,73,Solved,0
N2C1W2_H.txt,70,70,Solved,0
N2C1W2_I.txt,67,67,Solved,0
N2C1W2_J.txt,67,67,Solved,0
N2C1W2_K.txt,72,72,Solved,0
N2C1W2_L.txt,62,62,Solved,1
N2C1W2_M.txt,65,65,Solved,0
N2C1W2_N.txt,64,64,Solved,1
N2C1W2_O.txt,64,64,Solved,0
N2C1W2_P.txt,68,68,Solved,0
N2C1W2_Q.txt,65,65,Solved,0
N2C1W2_R.txt,67,67,Solved,0
N2C1W2_S.txt,66,66,Solved,0
N2C1W2_T.txt,66,66,Solved,0
N2C1W4_A.txt,73,73,Solved,1
N2C1W4_B.txt,71,71,Solved,1
N2C1W4_C.txt,77,77,Solved,0
N2C1W4_D.txt,82,82,Solved,0
N2C1W4_E.txt,73,73,Solved,1
N2C1W4_F.txt,77,77,Solved,0
N2C1W4_G.txt,71,71,Solved,0
N2C1W4_H.txt,75,75,Solved,0
N2C1W4_I.txt,73,73,Solved,0
N2C1W4_J.txt,74,74,Solved,0
N2C1W4_K.txt,70,70,Solved,0
N2C1W4_L.txt,75,75,Solved,1
N2C1W4_M.txt,72,72,Solved,1
N2C1W4_N.txt,71,71,Solved,0
N2C1W4_O.txt,80,80,Solved,0
N2C1W4_P.txt,67,67,Solved,0
N2C1W4_Q.txt,75,75,Solved,0
N2C1W4_R.txt,70,70,Solved,0
N2C1W4_S.txt,80,80,Solved,0
N2C1W4_T.txt,70,70,Solved,0
N2C2W1_A.txt,42,42,Solved,1
N2C2W1_B.txt,50,50,Solved,0
N2C2W1_C.txt,40,40,Solved,0
N2C2W1_D.txt,42,42,Solved,0
N2C2W1_E.txt,40,40,Solved,0
N2C2W1_F.txt,49,49,Solved,1
N2C2W1_G.txt,45,45,Solved,0
N2C2W1_H.txt,46,46,Solved,1
N2C2W1_I.txt,45,45,Solved,1
N2C2W1_J.txt,42,42,Solved,0
N2C2W1_K.txt,41,41,Solved,0
N2C2W1_L.txt,49,49,Solved,0
N2C2W1_M.txt,44,44,Solved,1
N2C2W1_N.txt,43,43,Solved,1
N2C2W1_O.txt,50,50,Solved,0
N2C2W1_P.txt,46,46,Solved,0
N2C2W1_Q.txt,49,49,Solved,0
N2C2W1_R.txt,41,41,Solved,0
N2C2W1_S.txt,43,43,Solved,1
N2C2W1_T.txt,39,39,Solved,0
N2C2W2_A.txt,52,52,Solved,0
N2C2W2_B.txt,56,56,Solved,1
N2C2W2_C.txt,53,53,Solved,0
N2C2W2_D.txt,51,51,Solved,0
N2C2W2_E.txt,54,54,Solved,1
N2C2W2_F.txt,48,48,Solved,1
N2C2W2_G.txt,53,53,Solved,0
N2C2W2_H.txt,53,53,Solved,0
N2C2W2_I.txt,49,49,Solved,1
N2C2W2_J.txt,56,56,Solved,0
N2C2W2_K.txt,50,50,Solved,1
N2C2W2_L.txt,52,52,Solved,1
N2C2W2_M.txt,54,54,Solved,1
N2C2W2_N.txt,51,51,Solved,0
N2C2W2_O.txt,50,50,Solved,1
N2C2W2_P.txt,50,50,Solved,1
N2C2W2_Q.txt,54,54,Solved,0
N2C2W2_R.txt,51,51,Solved,1
N2C2W2_S.txt,58,58,Solved,0
N2C2W2_T.txt,56,56,Solved,0
N2C2W4_A.txt,57,57,Solved,1
N2C2W4_B.txt,60,60,Solved,0
N2C2W4_C.txt,65,65,Solved,0
N2C2W4_D.txt,61,61,Solved,0
N2C2W4_E.txt,60,60,Solved,0
N2C2W4_F.txt,57,57,Solved,0
N2C2W4_G.txt,61,61,Solved,0
N2C2W4_H.txt,61,61,Solved,0
N2C2W4_I.txt,58,58,Solved,1
N2C2W4_J.txt,60,60,Solved,0
N2C2W4_K.txt,59,59,Solved,0
N2C2W4_L.txt,57,57,Solved,0
N2C2W4_M.txt,60,60,Solved,0
N2C2W4_N.txt,63,63,Solved,0
N2C2W4_O.txt,62,62,Solved,0
N2C2W4_P.txt,60,60,Solved,1
N2C2W4_Q.txt,62,62,Solved,0
N2C2W4_R.txt,56,56,Solved,1
N2C2W4_S.txt,55,55,Solved,1
N2C2W4_T.txt,57,57,Solved,1
N2C3W1_A.txt,35,35,Solved,0
N2C3W1_B.txt,35,35,Solved,0
N2C3W1_C.txt,35,35,Solved,0
N2C3W1_D.txt,37,37,Solved,0
N2C3W1_E.txt,34,34,Solved,0
N2C3W1_F.txt,35,35,Solved,0
N2C3W1_G.txt,33,33,Solved,0
N2C3W1_H.txt,35,35,Solved,0
N2C3W1_I.txt,34,34,Solved,0
N2C3W1_J.txt,33,33,Solved,0
N2C3W1_K.txt,36,36,Solved,0
N2C3W1_L.txt,35,35,Solved,0
N2C3W1_M.txt,31,31,Solved,0
N2C3W1_N.txt,32,32,Solved,0
N2C3W1_O.txt,35,35,Solved,0
N2C3W1_P.txt,35,35,Solved,0
N2C3W1_Q.txt,34,34,Solved,0
N2C3W1_R.txt,33,33,Solved,0
N2C3W1_S.txt,36,36,Solved,0
N2C3W1_T.txt,35,35,Solved,0
N2C3W2_A.txt,41,41,Solved,1
N2C3W2_B.txt,43,43,Solved,1
N2C3W2_C.txt,41,41,Solved,1
N2C3W2_D.txt,41,41,Solved,1
N2C3W2_E.txt,39,39,Solved,1
N2C3W2_F.txt,39,39,Solved,1
N2C3W2_G.txt,41,41,Solved,0
N2C3W2_H.txt,38,38,Solved,0
N2C3W2_I.txt,44,44,Solved,1
N2C3W2_J.txt,43,43,Solved,1
N2C3W2_K.txt,42,42,Solved,0
N2C3W2_L.txt,41,41,Solved,1
N2C3W2_M.txt,43,43,Solved,1
N2C3W2_N.txt,41,41,Solved,1
N2C3W2_O.txt,45,45,Solved,1
N2C3W2_P.txt,41,41,Solved,0
N2C3W2_Q.txt,41,41,Solved,1
N2C3W2_R.txt,40,40,Solved,1
N2C3W2_S.txt,43,43,Solved,1
N2C3W2_T.txt,43,43,Solved,0
N2C3W4_A.txt,43,43,Solved,1
N2C3W4_B.txt,45,45,Solved,1
N2C3W4_C.txt,42,42,Solved,1
N2C3W4_D.txt,44,44,Solved,1
N2C3W4_E.txt,47,47,Solved,0
N2C3W4_F.txt,45,45,Solved,1
N2C3W4_G.txt,44,44,Solved,1
N2C3W4_H.txt,44,44,Solved,1
N2C3W4_I.txt,44,44,Solved,1
N2C3W4_J.txt,43,43,Solved,1
N2C3W4_K.txt,47,47,Solved,1
N2C3W4_L.txt,45,45,Solved,1
N2C3W4_M.txt,44,44,Solved,1
N2C3W4_N.txt,45,45,Solved,1
N2C3W4_O.txt,45,45,Solved,1
N2C3W4_P.txt,45,45,Solved,1
N2C3W4_Q.txt,46,46,Solved,1
N2C3W4_R.txt,42,42,Solved,1
N2C3W4_S.txt,42,42,Solved,1
N2C3W4_T.txt,46,46,Solved,1
N3C1W1_A.txt,105,105,Solved,1
N3C1W1_B.txt,114,114,Solved,1
N3C1W1_C.txt,99,99,Solved,0
N3C1W1_D.txt,108,108,Solved,0
N3C1W1_E.txt,98,98,Solved,1
N3C1W1_F.txt,113,113,Solved,0
N3C1W1_G.txt,111,111,Solved,0
N3C1W1_H.txt,104,104,Solved,1
N3C1W1_I.txt,100,100,Solved,0
N3C1W1_J.txt,108,108,Solved,0
N3C1W1_K.txt,102,102,Solved,1
N3C1W1_L.txt,97,97,Solved,0
N3C1W1_M.txt,106,106,Solved,1
N3C1W1_N.txt,93,93,Solved,0
N3C1W1_O.txt,98,98,Solved,1
N3C1W1_P.txt,108,108,Solved,0
N3C1W1_Q.txt,98,98,Solved,1
N3C1W1_R.txt,99,99,Solved,1
N3C1W1_S.txt,100,100,Solved,1
N3C1W1_T.txt,102,102,Solved,0
N3C1W2_A.txt,125,125,Solved,0
N3C1W2_B.txt,126,126,Solved,0
N3C1W2_C.txt,125,125,Solved,0
N3C1W2_D.txt,139,139,Solved,0
N3C1W2_E.txt,132,132,Solved,0
N3C1W2_F.txt,123,123,Solved,0
N3C1W2_G.txt,132,132,Solved,1
N3C1W2_H.txt,129,129,Solved,1
N3C1W2_I.txt,126,126,Solved,0
N3C1W2_J.txt,126,126,Solved,1
N3C1W2_K.txt,120,120,Solved,1
N3C1W2_L.txt,136,136,Solved,0
N3C1W2_M.txt,136,136,Solved,0
N3C1W2_N.txt,136,136,Solved,0
N3C1W2_O.txt,127,127,Solved,0
N3C1W2_P.txt,126,126,Solved,1
N3C1W2_Q.txt,135,135,Solved,0
N3C1W2_R.txt,123,123,Solved,1
N3C1W2_S.txt,130,130,Solved,1
N3C1W2_T.txt,136,136,Solved,0
N3C1W4_A.txt,149,149,Solved,0
N3C1W4_B.txt,149,149,Solved,0
N3C1W4_C.txt,146,146,Solved,0
N3C1W4_D.txt,148,148,Solved,0
N3C1W4_E.txt,142,142,Solved,1
N3C1W4_F.txt,140,140,Solved,1
N3C1W4_G.txt,148,148,Solved,1
N3C1W4_H.txt,141,141,Solved,1
N3C1W4_I.txt,140,140,Solved,1
N3C1W4_J.txt,142,142,Solved,0
N3C1W4_K.txt,147,147,Solved,0
N3C1W4_L.txt,148,148,Solved,0
N3C1W4_M.txt,149,149,Solved,0
N3C1W4_N.txt,148,148,Solved,0
N3C1W4_O.txt,143,143,Solved,1
N3C1W4_P.txt,143,143,Solved,0
N3C1W4_Q.txt,146,146,Solved,0
N3C1W4_R.txt,145,145,Solved,0
N3C1W4_S.txt,145,145,Solved,0
N3C1W4_T.txt,146,146,Solved,0
N3C2W1_A.txt,91,91,Solved,1
N3C2W1_B.txt,82,82,Solved,1
N3C2W1_C.txt,84,84,Solved,0
N3C2W1_D.txt,85,85,Solved,0
N3C2W1_E.txt,87,87,Solved,0
N3C2W1_F.txt,88,88,Solved,0
N3C2W1_G.txt,87,87,Solved,1
N3C2W1_H.txt,87,87,Solved,1
N3C2W1_I.txt,87,87,Solved,0
N3C2W1_J.txt,87,87,Solved,1
N3C2W1_K.txt,77,77,Solved,1
N3C2W1_L.txt,91,91,Solved,1
N3C2W1_M.txt,85,85,Solved,0
N3C2W1_N.txt,91,91,Solved,0
N3C2W1_O.txt,82,82,Solved,0
N3C2W1_P.txt,88,88,Solved,0
N3C2W1_Q.txt,82,82,Solved,0
N3C2W1_R.txt,82,82,Solved,1
N3C2W1_S.txt,89,89,Solved,0
N3C2W1_T.txt,83,83,Solved,0
N3C2W2_A.txt,107,107,Solved,0
N3C2W2_B.txt,105,105,Solved,0
N3C2W2_C.txt,104,104,Solved,1
N3C2W2_D.txt,107,107,Solved,0
N3C2W2_E.txt,116,116,Solved,1
N3C2W2_F.txt,106,106,Solved,1
N3C2W2_G.txt,102,102,Solved,1
N3C2W2_H.txt,117,117,Solved,0
N3C2W2_I.txt,102,102,Solved,1
N3C2W2_J.txt,107,107,Solved,1
