Name,Best LB,Best UB,Status
csBB250_7.txt,866,866,Solved
csBB250_8.txt,877,877,Solved
csBB250_9.txt,906,906,Solved
csBB250_10.txt,903,903,Solved
csBB250_11.txt,902,902,Solved
csBB250_12.txt,912,912,Solved
csBB250_13.txt,832,832,Solved
csBB250_14.txt,890,890,Solved
csBB250_15.txt,949,949,Solved
csBB250_16.txt,866,866,Solved
csBB250_17.txt,876,876,Solved
csBB250_18.txt,870,870,Solved
csBB250_19.txt,941,941,Solved
csBB250_20.txt,884,884,Solved
csBB500_1.txt,1821,1821,Solved
csBB500_2.txt,1827,1827,Solved
csBB500_3.txt,1773,1773,Solved
csBB500_4.txt,1769,1769,Solved
csBB500_5.txt,1719,1719,Solved
csBB500_6.txt,1685,1685,Solved
csBB500_7.txt,1768,1768,Solved
csBB500_8.txt,1722,1722,Solved
csBB500_9.txt,1772,1772,Solved
csBB500_10.txt,1726,1726,Solved
csBB500_11.txt,1815,1815,Solved
csBB500_12.txt,1862,1862,Solved
csBB500_13.txt,1844,1844,Solved
csBB500_14.txt,1742,1742,Solved
csBB500_15.txt,1826,1826,Solved
csBB500_16.txt,1873,1873,Solved
csBB500_17.txt,1814,1814,Solved
csBB500_18.txt,1867,1867,Solved
csBB500_19.txt,1802,1802,Solved
csBB500_20.txt,1800,1800,Solved
